"","x"
"z_1[1,5]",1.84905235385818
"z_1[2,5]",-0.0565094405682792
"z_1[1,6]",-1.53954921320299
"z_1[2,6]",0.367762724521631
"z_1[1,7]",-0.452840554302776
"z_1[2,7]",-0.301176285385568
"z_1[1,8]",1.9103828624767
"z_1[2,8]",1.86820329507756
"z_1[1,9]",-1.68217612425937
"z_1[2,9]",-0.954520143013734
"z_1[1,10]",-0.104598474268096
"z_1[2,10]",-0.560488497071936
"z_1[1,11]",-0.410889238737555
"z_1[2,11]",-0.42885716002798
"z_1[1,12]",1.93055754768439
"z_1[2,12]",-0.357614733730635
"z_1[1,13]",0.318085781136244
"z_1[2,13]",0.607727650900276
"z_1[1,14]",-0.356335675792073
"z_1[2,14]",-0.1993083892592
"z_1[1,15]",0.109250798772801
"z_1[2,15]",-0.260250311885077
"z_1[1,16]",-0.118596534068453
"z_1[2,16]",-0.1725426027576
"z_1[1,17]",0.976066987841247
"z_1[2,17]",-1.28220988909274
"z_1[1,18]",-0.0837746812941167
"z_1[2,18]",0.295699199842708
"z_1[1,19]",-0.686719980841474
"z_1[2,19]",0.161017676079802
"z_1[1,20]",0.669852755732682
"z_1[2,20]",-0.963616885485231
"z_1[1,21]",-0.0905941555179397
"z_1[2,21]",-0.945145682010319
"z_1[1,22]",-0.594168162046886
"z_1[2,22]",0.394418584380982
"z_1[1,23]",-0.393226720490276
"z_1[2,23]",-0.161936749046271
"z_1[1,24]",0.411093446691409
"z_1[2,24]",-0.421747343521285
"z_1[1,25]",-0.851638415762588
"z_1[2,25]",0.283639257131827
"z_1[1,26]",0.482300578716671
"z_1[2,26]",-0.553880212296415
"z_1[1,27]",-0.57159723813839
"z_1[2,27]",0.357007117276108
"z_1[1,28]",-0.0603170586244136
"z_1[2,28]",0.3345470193039
"z_1[1,29]",0.361953041804579
"z_1[2,29]",-0.318990874262372
"z_1[1,30]",0.174822192949736
"z_1[2,30]",1.22728101542519
"z_1[1,31]",0.354898899155911
"z_1[2,31]",-0.187254606595957
"z_1[1,32]",1.53344428350161
"z_1[2,32]",-1.63234413250105
"z_1[1,33]",-0.700683301821434
"z_1[2,33]",-0.307879269941133
"z_1[1,34]",-0.833724025596028
"z_1[2,34]",0.880589915309734
"z_1[1,35]",-1.02829615133396
"z_1[2,35]",-0.714634767083791
"z_1[1,36]",-1.06388650545735
"z_1[2,36]",0.146552563801965
"z_1[1,37]",-0.418188944747729
"z_1[2,37]",3.28535790790007
"z_1[1,38]",-0.753214203212578
"z_1[2,38]",-0.348892695202614
"z_1[1,39]",0.915335704845467
"z_1[2,39]",0.140193081113825
"z_1[1,40]",-0.697802094569815
"z_1[2,40]",-0.86850283210311
"z_1[1,41]",2.33859848173516
"z_1[2,41]",1.59445220285451
"z_1[1,42]",-0.427165885909795
"z_1[2,42]",0.441782426477916
"z_1[1,43]",-2.75770861033743
"z_1[2,43]",1.04942201588496
"z_1[1,44]",0.0660575729960411
"z_1[2,44]",-0.788058966498038
"z_1[1,45]",-0.243315142360772
"z_1[2,45]",-0.432337138322716
"z_1[1,46]",-0.0966291163439386
"z_1[2,46]",-0.13605665981462
"z_1[1,47]",-0.971108154993065
"z_1[2,47]",-0.387241144234236
"z_1[1,48]",0.220863812737084
"z_1[2,48]",0.0740167395864851
"z_1[1,49]",0.0516839220548668
"z_1[2,49]",-0.451940900331918
"z_1[1,50]",0.110153908057645
"z_1[2,50]",-0.0113574488009734
"z_1[1,51]",-0.722022450699532
